"ref","company","company_location","review_date","country_of_bean_origin","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste"
586,"Belcolade","Belgium",2010,"Costa Rica",64,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","pastey","nutty",""
586,"Belcolade","Belgium",2010,"Papua New Guinea",64,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","intense","smokey",""
586,"Belcolade","Belgium",2010,"Peru",64,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","sticky","moss","nuts"
1800,"Bellflower","U.S.A.",2016,"Tanzania",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","sticky","delicate","melon"
1864,"Bellflower","U.S.A.",2016,"Dominican Republic",70,3.5,2,"Yes","No","No","No","No","Yes","No","caramel","mild dried fruit",""
1804,"Bellflower","U.S.A.",2016,"Bolivia",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","oily","complex","pungent"
2190,"Belvie","Vietnam",2018,"Vietnam",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","high acidity","nutty","roasty"
1768,"Belyzium","Germany",2016,"Belize",83,3.5,3,"Yes","Yes","No","No","No","Yes","No","balanced","complex","berry"
1768,"Belyzium","Germany",2016,"Belize",78,3,3,"Yes","Yes","No","No","No","Yes","No","sweet","nibby","green"
1768,"Belyzium","Germany",2016,"Belize",83,2.75,3,"Yes","Yes","No","No","No","Yes","No","unbalanced","tangy","pungent"
2246,"Benns","Singapore",2018,"Vietnam",72,3,4,"Yes","Yes","No","Yes","No","Yes","No","gummy","roasty","fatty"
2246,"Benns","Singapore",2018,"India",72,3,4,"Yes","Yes","No","Yes","No","Yes","No","gummy","fatty","sour"
2246,"Benns","Singapore",2018,"Malaysia",72,3,4,"Yes","Yes","No","Yes","No","Yes","No","off aroma","smokey","off note"
757,"Benoit Nihant","Belgium",2011,"Indonesia",72,4,3,"Yes","Yes","No","No","No","Yes","No","smokey","raspberries","cocoa"
773,"Benoit Nihant","Belgium",2011,"Madagascar",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","intense","red berry","strawberry"
1141,"Benoit Nihant","Belgium",2013,"Ecuador",73,4,3,"Yes","Yes","No","No","No","Yes","No","cinamon and nutmeg","",""
1141,"Benoit Nihant","Belgium",2013,"Cuba",74,3.5,3,"Yes","Yes","No","No","No","Yes","No","tobacco","dairy","sour"
1141,"Benoit Nihant","Belgium",2013,"Venezuela",74,3.5,3,"Yes","Yes","No","No","No","Yes","No","mocha","intense","sweet"
1141,"Benoit Nihant","Belgium",2013,"Venezuela",74,3.5,3,"Yes","Yes","No","No","No","Yes","No","nutty","roasty","dairy"
797,"Bernachon","France",2012,"Blend",55,2.75,5,"Yes","Yes","Yes","Yes","No","Yes","No","sweet","vanilla","cocoa"
508,"Beschle (Felchlin)","Switzerland",2010,"Indonesia",64,3.5,3,"Yes","Yes","No","No","No","Yes","No","ham-like","smokey","banana"
508,"Beschle (Felchlin)","Switzerland",2010,"Venezuela",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","dark cocoa","spicy pepper",""
508,"Beschle (Felchlin)","Switzerland",2010,"Venezuela",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","creamy","macadamia","pepper"
508,"Beschle (Felchlin)","Switzerland",2010,"Venezuela",74,3.25,3,"Yes","Yes","No","No","No","Yes","No","nutty","light toffee","mild musty"
636,"Beschle (Felchlin)","Switzerland",2011,"Ecuador",72,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","nutty","cocoa"
636,"Beschle (Felchlin)","Switzerland",2011,"Venezuela",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","creamy","banana","rich"
636,"Beschle (Felchlin)","Switzerland",2011,"Madagascar",64,3,3,"Yes","Yes","No","No","No","Yes","No","chunky","nutty","banana"
636,"Beschle (Felchlin)","Switzerland",2011,"Venezuela",88,3,3,"Yes","Yes","No","No","No","Yes","No","bitter then nutty rustic","earthy",""
1486,"Bisou","U.S.A.",2015,"Belize",86,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","mild bitter","diluted","vanilla"
1482,"Bisou","U.S.A.",2015,"Nicaragua",76,2.5,2,"Yes","No","No","No","No","Yes","No","bitter","molasses","flour"
1486,"Bisou","U.S.A.",2015,"Costa Rica",76,2.5,2,"Yes","No","No","No","No","Yes","No","molasses","metallic","earthy"
1486,"Bisou","U.S.A.",2015,"Costa Rica",78,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","sour","tart","molasses"
2084,"Bitacora","Venezuela",2018,"Venezuela",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","smooth texture","earthy","nutty"
2088,"Bitacora","Venezuela",2018,"Venezuela",70,3,4,"Yes","Yes","No","Yes","No","Yes","No","gritty","spicy","earthy"
2088,"Bitacora","Venezuela",2018,"Venezuela",70,3,4,"Yes","Yes","No","Yes","No","Yes","No","fatty","bland","nutty"
233,"Bittersweet Origins","U.S.A.",2008,"Dominican Republic",68,3.75,2,"Yes","No","No","No","No","Yes","No","nutty","astringent",""
233,"Bittersweet Origins","U.S.A.",2008,"Panama",75,3.5,2,"Yes","No","No","No","No","Yes","No","intense","rum","tea"
233,"Bittersweet Origins","U.S.A.",2008,"Madagascar",71,3,2,"Yes","No","No","No","No","Yes","No","rich cocoa","red berry","sour"
256,"Bittersweet Origins","U.S.A.",2008,"Ghana",70,3,2,"Yes","No","No","No","No","Yes","No","nutmeg","sour",""
414,"Bittersweet Origins","U.S.A.",2009,"Dominican Republic",65,3.5,2,"Yes","No","No","No","No","Yes","No","intense marshmallow","cocoa",""
431,"Bittersweet Origins","U.S.A.",2009,"Madagascar",65,3.5,2,"Yes","No","No","No","No","Yes","No","chocolate covered cherries","",""
423,"Bittersweet Origins","U.S.A.",2009,"Madagascar",75,3.25,2,"Yes","No","No","No","No","Yes","No","rustic","red berry","woody"
414,"Bittersweet Origins","U.S.A.",2009,"Dominican Republic",75,3,2,"Yes","No","No","No","No","Yes","No","chalky","strong","harsh smoke"
502,"Bittersweet Origins","U.S.A.",2010,"Blend",70,3.75,2,"Yes","No","No","No","No","Yes","No","robust","cocoa","fruity"
478,"Bittersweet Origins","U.S.A.",2010,"Indonesia",75,3.25,2,"Yes","No","No","No","No","Yes","No","dry","cardamom","medicinal"
565,"Bittersweet Origins","U.S.A.",2010,"Madagascar",70,3,2,"Yes","No","No","No","No","Yes","No","red berry","strong wine","sour"
565,"Bittersweet Origins","U.S.A.",2010,"Venezuela",78,3,2,"Yes","No","No","No","No","Yes","No","nutty","mild bitter",""
558,"Bittersweet Origins","U.S.A.",2010,"Indonesia",65,2.75,2,"Yes","No","No","No","No","Yes","No","pastey","off spicey","nutty"
963,"Bittersweet Origins","U.S.A.",2012,"Ghana",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","roasted nuts","rich","roasty"
2114,"Bixby","U.S.A.",2018,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","sweet","sour milk",""
2108,"Bixby","U.S.A.",2018,"Haiti",70,3,2,"Yes","No","No","No","No","Yes","No","floral","molasses","chemical"
2114,"Bixby","U.S.A.",2018,"Guatemala",70,3,2,"Yes","No","No","No","No","Yes","No","molasses","earthy","spicy"
2422,"Bixby","U.S.A.",2019,"Belize",70,2.75,2,"Yes","No","No","No","No","Yes","No","off","rubbery","burnt molasses"
256,"Black Mountain","U.S.A.",2008,"Nicaragua",70,3,3,"Yes","Yes","No","No","No","Yes","No","rich","leather","woodsy"
256,"Black Mountain","U.S.A.",2008,"Dominican Republic",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","unrefined","fruity",""
256,"Black Mountain","U.S.A.",2008,"Venezuela",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","sweet grass","muted spice",""
1331,"Black River (A. Morin)","U.K.",2014,"Jamaica",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","fatty","nutty",""
322,"Blanxart","Spain",2009,"Blend",72,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","oily","flat","woody"
1046,"Blanxart","Spain",2013,"Congo",82,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","complex","fruity","mild bitter"
911,"Blue Bandana","U.S.A.",2012,"Madagascar",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","gritty","tart red berry","powerful"
911,"Blue Bandana","U.S.A.",2012,"Guatemala",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","chewy","complex","black pepper"
1740,"Blue Bandana","U.S.A.",2016,"Madagascar",82,3.5,2,"Yes","No","No","No","No","Yes","No","sandy","tart","sour"
1752,"Blue Bandana","U.S.A.",2016,"Tanzania",75,3.5,2,"Yes","No","No","No","No","Yes","No","bready","melon",""
1756,"Blue Bandana","U.S.A.",2016,"Dominican Republic",75,3,2,"Yes","No","No","No","No","Yes","No","astringent","sour","coffee"
1752,"Blue Bandana","U.S.A.",2016,"Guatemala",75,2.75,2,"Yes","No","No","No","No","Yes","No","roasty","coffee","earthy"
1996,"Boho","U.S.A.",2017,"Belize",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","pungent off flavor","",""
2290,"Bonaterra","Malaysia",2019,"Malaysia",74,3.25,2,"Yes","No","No","No","No","Yes","No","grassy","savory","sour"
2290,"Bonaterra","Malaysia",2019,"Malaysia",72,2.75,2,"Yes","No","No","No","No","Yes","No","sweet","fruit","chemical off note"
2290,"Bonaterra","Malaysia",2019,"Malaysia",68,2.5,2,"Yes","No","No","No","No","Yes","No","sweet","dirty","off notes"
48,"Bonnat","France",2006,"Venezuela",75,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","fatty","floral"
81,"Bonnat","France",2006,"Venezuela",75,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","coconut","tang"
24,"Bonnat","France",2006,"Blend",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","spice","woodsy","long lasting"
32,"Bonnat","France",2006,"Venezuela",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","sandy","creamy","berry"
75,"Bonnat","France",2006,"Madagascar",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","mellow","tart","coffee"
81,"Bonnat","France",2006,"Sri Lanka",75,3,3,"Yes","Yes","No","No","No","Yes","No","vegetal","dominant tobacco",""
123,"Bonnat","France",2007,"Ecuador",75,2.5,3,"Yes","Yes","No","No","No","Yes","No","dry","floral","bitter"
199,"Bonnat","France",2008,"Venezuela",75,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","strawberry","nutty"
331,"Bonnat","France",2009,"Ivory Coast",75,3,3,"Yes","Yes","No","No","No","Yes","No","oily","intense cocoa","sl. Burnt"
336,"Bonnat","France",2009,"Mexico",75,3,3,"Yes","Yes","No","No","No","Yes","No","mild bitter","nut","possible mold"
395,"Bonnat","France",2009,"Mexico",75,3,3,"Yes","Yes","No","No","No","Yes","No","fatty","roasty","earthy"
336,"Bonnat","France",2009,"Peru",75,2.75,3,"Yes","Yes","No","No","No","Yes","No","flat","bread","earthy"
629,"Bonnat","France",2011,"Haiti",75,4,3,"Yes","Yes","No","No","No","Yes","No","grassy","black pepper",""
629,"Bonnat","France",2011,"Madagascar",75,4,3,"Yes","Yes","No","No","No","Yes","No","fatty","spicy","gentle roast"
629,"Bonnat","France",2011,"Brazil",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","chunky","very grassy","mild mint"
629,"Bonnat","France",2011,"Cuba",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","fatty","raisin","grape"
629,"Bonnat","France",2011,"Peru",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","roasty","woody","mint"
629,"Bonnat","France",2011,"Peru",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","creamy","cocoa","smokey"
672,"Bonnat","France",2011,"Brazil",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","oily","fatty","rich"
761,"Bonnat","France",2011,"Jamaica",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","oily","creamy","woody"
1038,"Bonnat","France",2013,"Brazil",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","oily","roasted nuts","rich cocoa"
1042,"Bonnat","France",2013,"Gabon",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","fatty","roasty","black pepper"
1339,"Bonnat","France",2014,"Brazil",75,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","homey","nutty"
1418,"Bonnat","France",2014,"Blend",65,3.75,3,"Yes","Yes","No","No","No","Yes","No","complex","brownie","mint"
1418,"Bonnat","France",2014,"Dominican Republic",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","roasty","tobacco","earthy"
1912,"Bonnat","France",2016,"Mexico",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","heavy roast","fatty","gateway"
2246,"Bonnat","France",2018,"Peru",75,4,3,"Yes","Yes","No","No","No","Yes","No","oily","subtle","mild coffee"
2250,"Bonnat","France",2018,"Blend",75,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","rich","complex"
316,"Bouga Cacao (Tulicorp)","Ecuador",2009,"Ecuador",77,3.25,2,"Yes","No","No","No","No","Yes","No","sticky","lavendar","molasses"
2134,"Box Chocolate","U.S.A.",2018,"Dominican Republic",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","spicy","banana",""
2194,"Brasstown","U.S.A.",2018,"Peru",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","sweet","rich mocha","acidic"
2254,"Brasstown","U.S.A.",2018,"Ecuador",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","balanced","floral","honey"
1129,"Brasstown aka It's Chocolate","U.S.A.",2013,"Ghana",75,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","fatty","brownie","nutty"
1129,"Brasstown aka It's Chocolate","U.S.A.",2013,"Venezuela",85,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","intense","cooked banana",""
1125,"Brasstown aka It's Chocolate","U.S.A.",2013,"Ecuador",70,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","intense","alocohol","floral"
1125,"Brasstown aka It's Chocolate","U.S.A.",2013,"Dominican Republic",72,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","oily","vanilla","caramel"
1355,"Brasstown aka It's Chocolate","U.S.A.",2014,"Venezuela",70,4,3,"Yes","Yes","No","No","No","Yes","No","intense","raisins","roasty"
1255,"Brasstown aka It's Chocolate","U.S.A.",2014,"Belize",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","intense","cocoa","complex"
1462,"Brasstown aka It's Chocolate","U.S.A.",2015,"Dominican Republic",68,3.75,3,"Yes","Yes","No","No","No","Yes","No","complex","brownie","lime"
1868,"Brasstown aka It's Chocolate","U.S.A.",2016,"Nicaragua",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","simple","rich cocoa",""
1868,"Brasstown aka It's Chocolate","U.S.A.",2016,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","nutty","slight hammy","rich"
1984,"Brasstown aka It's Chocolate","U.S.A.",2017,"Ecuador",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","sandy","floral","honey"
1980,"Brasstown aka It's Chocolate","U.S.A.",2017,"Dominican Republic",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","earthy","cherries",""
2096,"Brasstown aka It's Chocolate","U.S.A.",2018,"Bolivia",70,4,3,"Yes","Yes","No","No","No","Yes","No","nuts","fruit",""
1514,"Brazen","U.S.A.",2015,"Guatemala",70,3.5,2,"Yes","No","No","No","No","Yes","No","tart","tea","leather"
1514,"Brazen","U.S.A.",2015,"Dominican Republic",80,3.25,3,"Yes","Yes","No","No","No","Yes","No","bitter","dark berry","fatty"
1518,"Brazen","U.S.A.",2015,"Belize",80,3.25,3,"Yes","Yes","No","No","No","Yes","No","mild smoke","raisins","coffee"
1518,"Brazen","U.S.A.",2015,"Madagascar",60,3.25,3,"Yes","Yes","No","No","No","Yes","No","citrus","sweet","cocoa"
1514,"Brazen","U.S.A.",2015,"Dominican Republic",60,3,3,"Yes","Yes","No","No","No","Yes","No","roasty","sweet","brownie"
1518,"Brazen","U.S.A.",2015,"Madagascar",80,2.75,3,"Yes","Yes","No","No","No","Yes","No","bitter","tart","acidic"
1149,"Breeze Mill","U.S.A.",2013,"Jamaica",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","chalky","sandy","tart"
1231,"Bright","Australia",2014,"Dominican Republic",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","spicy","black pepper","banana"
1231,"Bright","Australia",2014,"Ecuador",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","floral","banana",""
1231,"Bright","Australia",2014,"Madagascar",72,3,3,"Yes","Yes","No","No","No","Yes","No","sweet","mild molasses","bland"
1235,"Bright","Australia",2014,"Trinidad",68,2.75,3,"Yes","Yes","No","No","No","Yes","No","fatty","sweet","metallic"
1638,"Britarev","Russia",2015,"Ecuador",70,3.25,2,"Yes","No","No","No","No","Yes","No","powdery","floral","molasses"
1181,"Bronx Grrl Chocolate","U.S.A.",2013,"Dominican Republic",68,2.75,3,"Yes","Yes","No","No","No","Yes","No","gritty","sweet","brownie"
2052,"Bullion","U.K.",2018,"Guatemala",70,3,3,"Yes","Yes","No","No","No","Yes","No","roasty and under refined","",""
2052,"Bullion","U.K.",2018,"Bolivia",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","dirt","earthy","floral"
1299,"Burnt Fork Bend","U.S.A.",2014,"Ecuador",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","floral","mild citrus","orange"
1299,"Burnt Fork Bend","U.S.A.",2014,"Trinidad",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","high roast","coffee","spicy"
1303,"Burnt Fork Bend","U.S.A.",2014,"Belize",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","roasty","fruit","mild metallic"
1303,"Burnt Fork Bend","U.S.A.",2014,"Blend",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","coffee","high roast","spicy"
1323,"Burnt Fork Bend","U.S.A.",2014,"Ecuador",60,2.5,3,"Yes","Yes","No","No","No","Yes","No","sweet","sour dairy",""
2314,"By Cacao","South Korea",2019,"Ecuador",70,3,2,"Yes","No","No","No","No","Yes","No","smokey","sour",""
2274,"Cacai Cacao","Taiwan",2019,"Philippines",70,3.5,2,"Yes","No","No","No","No","No","Yes","base cocoa w/ palm notes","",""
2274,"Cacai Cacao","Taiwan",2019,"Taiwan",70,3.25,2,"Yes","No","No","No","No","No","Yes","molasses","sour notes",""
2266,"Cacao 70","Canada",2019,"Bolivia",70,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","subtle but refreshing","",""
2266,"Cacao 70","Canada",2019,"Guatemala",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","vegetal","unique",""
2330,"Cacao 70","Canada",2019,"Guatemala",70,3,4,"Yes","Yes","No","Yes","No","Yes","No","off pungent","grassy","melon"
1606,"Cacao Arabuco","Puerto Rico",2015,"Puerto Rico",70,2.5,2,"Yes","No","No","No","No","Yes","No","dirt","floral","sweet"
502,"Cacao Atlanta","U.S.A.",2010,"Dominican Republic",75,2.75,2,"Yes","No","No","No","No","Yes","No","creamy","burnt wood",""
502,"Cacao Atlanta","U.S.A.",2010,"Dominican Republic",75,2.5,2,"Yes","No","No","No","No","Yes","No","oily","buttery","intense"
600,"Cacao Atlanta","U.S.A.",2010,"Venezuela",75,2.25,2,"Yes","No","No","No","No","Yes","No","over roasted","bitter","nutty"
1215,"Cacao Atlanta","U.S.A.",2014,"Peru",75,2.5,2,"Yes","No","No","No","No","Yes","No","roasty","almost burnt","intense"
147,"Cacao Barry","France",2007,"Mexico",66,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","creamy","woody","cocoa"
141,"Cacao Barry","France",2007,"Venezuela",72,2,5,"Yes","Yes","Yes","Yes","No","Yes","No","sandy","dairy","cocoa"
300,"Cacao Barry","France",2008,"Tanzania",75,2,5,"Yes","Yes","Yes","Yes","No","Yes","No","dry","flat flavor","astringent"
586,"Cacao Barry","France",2010,"Dominican Republic",70,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","spice","fruit medley","roasty"
1716,"Cacao Barry","France",2016,"Haiti",65,3.5,5,"Yes","Yes","Yes","Yes","No","Yes","No","gritty","sweet","citrus"
2226,"Cacao Betulia","Switzerland",2018,"Colombia",72,3.75,2,"Yes","No","No","No","No","Yes","No","light color","creamy","hazelnut"
2230,"Cacao Betulia","Switzerland",2018,"Colombia",72,3,2,"Yes","No","No","No","No","Yes","No","light color","dirty","astringent"
2226,"Cacao Betulia","Switzerland",2018,"Colombia",72,2.5,2,"Yes","No","No","No","No","Yes","No","light color","dirty","musty"
1395,"Cacao de Origen","Venezuela",2014,"Venezuela",70,3.75,2,"Yes","No","No","No","No","Yes","No","fruity","nutty","brownie"
1391,"Cacao de Origen","Venezuela",2014,"Venezuela",75,3.5,2,"Yes","No","No","No","No","Yes","No","bright fruit","strawberry",""
1391,"Cacao de Origen","Venezuela",2014,"Venezuela",74,3.25,2,"Yes","No","No","No","No","Yes","No","nutty","intense","leathery"
1391,"Cacao de Origen","Venezuela",2014,"Venezuela",75,2.5,2,"Yes","No","No","No","No","Yes","No","intense","earthy","fuel"
1688,"Cacao de Origen","Venezuela",2015,"Venezuela",77,3.5,2,"Yes","No","No","No","No","Yes","No","assertive","fruity","acidic"
1668,"Cacao de Origen","Venezuela",2015,"Venezuela",74,3.25,2,"Yes","No","No","No","No","Yes","No","intense","black licorice","nutty"
1692,"Cacao de Origen","Venezuela",2015,"Venezuela",75,3.25,2,"Yes","No","No","No","No","Yes","No","spicy","nutty","ends sour"
2238,"Cacao de Origen","Venezuela",2018,"Venezuela",75,2.75,2,"Yes","No","No","No","No","Yes","No","sandy","chalky","earthy"
2278,"Cacao de Origen","Venezuela",2019,"Venezuela",70,3,2,"Yes","No","No","No","No","Yes","No","raspberry","dirty","sour"
2278,"Cacao de Origen","Venezuela",2019,"Venezuela",75,2.5,2,"Yes","No","No","No","No","Yes","No","high astringent","sandy","grass"
1430,"Cacao Hunters","Colombia",2014,"Colombia",64,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","intense","marshmallow","fruit"
1430,"Cacao Hunters","Colombia",2014,"Colombia",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","earthy","woody","smoke"
1434,"Cacao Hunters","Colombia",2014,"Colombia",70,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","intense","spice",""
1434,"Cacao Hunters","Colombia",2014,"Colombia",69,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","green","vegetal","soil"
1662,"Cacao Hunters","Colombia",2015,"Colombia",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","rich","nutty","acidic"
1816,"Cacao Hunters","Colombia",2016,"Colombia",71,3.75,3,"Yes","Yes","No","No","No","Yes","No","distinct","short","dried fruit"
