"passenger","pclass","survived","name","age","embarked","home.dest","room","ticket","boat","sex"
 192,"1st","No ","Nicholson, Mr Arthur Ernest                                   ","64    ","Southampton","Isle of Wight, England                            ","            ","                    ","-263 ","male  "
 193,"1st","Yes","Omont, Mr A. Fernand                                          ",".     ","Cherbourg  ","Paris, France                                     ","            ","                    ","7    ","male  "
 194,"1st","No ","Ostby, Mr Engelhart Cornelius                                 ","64    ","Cherbourg  ","Providence, RI                                    ","            ","                    ","-234 ","male  "
 195,"1st","Yes","Ostby, Miss Helen Raghnild                                    ","22    ","Cherbourg  ","Providence, RI                                    ","            ","                    ","5    ","female"
 196,"1st","No ","Ovies y Rodriguez, Mr Servando                                ","28    ","           ","?Havana, Cuba                                     ","            ","                    ","-189 ","male  "
 197,"1st","No ","Parr, Mr William Henry Marsh                                  ",".     ","           ","Belfast                                           ","            ","                    ","     ","male  "
 198,"1st","No ","Partner, Mr Austin                                            ",".     ","Southampton","Surbiton Hill, Surrey                             ","            ","                    ","-166 ","male  "
 199,"1st","No ","Payne, Mr Vivian Ponsonby                                     ","22    ","Southampton","Montreal, PQ                                      ","            ","                    ","     ","male  "
 200,"1st","No ","Pears, Mr Thomas                                              ",".     ","Southampton","Isleworth, England                                ","            ","                    ","     ","male  "
 201,"1st","Yes","Pears, Mrs Thomas (Edith)                                     ",".     ","Southampton","Isleworth, England                                ","            ","                    ","8    ","female"
 202,"1st","No ","Penasco, Mr Victor de Satode                                  ","18    ","Cherbourg  ","Madrid, Spain                                     ","            ","                    ","     ","male  "
 203,"1st","Yes","Penasco, Mrs Victor de Satode (Josefa de Soto)                ","17    ","Cherbourg  ","Madrid, Spain                                     ","            ","                    ","8    ","female"
 204,"1st","Yes","Peuchen, Major Arthur Godfrey                                 ","52    ","Southampton","Toronto, ON                                       ","C-104       ","                    ","6    ","male  "
 205,"1st","No ","Porter, Mr Walter Chamberlain                                 ","46    ","Southampton","Worcester, MA                                     ","            ","                    ","-207 ","male  "
 206,"1st","Yes","Potter, Mrs Thomas, Jr. (Lily Alexenia Wilson)                ","56    ","Cherbourg  ","Mt Airy, Philadelphia, PA                         ","            ","                    ","7    ","female"
 207,"1st","No ","Reuchlin, Jonkheer John George                                ",".     ","Southampton","Rotterdam, Netherlands                            ","            ","                    ","     ","male  "
 208,"1st","Yes","Rheims, Mr George Lucien                                      ",".     ","Cherbourg  ","Paris /  New York, NY                             ","            ","17604 L39 12s       ","A    ","male  "
 209,"1st","Yes","Robert, Mrs Edward Scott (Elisabeth Walton McMillan)          ","43    ","Southampton","St Louis, MO                                      ","B-3         ","24160 L221          ","2    ","female"
 210,"1st","No ","Roebling, Mr Washington Augustus 2nd                          ","31    ","Southampton","Trenton, NJ                                       ","            ","                    ","     ","male  "
 211,"1st","Yes","Romaine, Mr Charles Hallace                                   ",".     ","Southampton","New York, NY                                      ","            ","                    ","15   ","male  "
